url,page_type,slug,h1,seo_title,meta_description,canonical,og_title,og_description,og_image,robots,schema_type,primary_image,old_url_if_changed,notes
/merken/jan-veenhuis/,merk,jan-veenhuis,Jan Veenhuis,Jan Veenhuis machines | Wim van Breda,"Bekijk het Jan Veenhuis-programma bij Wim van Breda: Transportwagens en kippers voor de aannemerij. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/jan-veenhuis/,Jan Veenhuis machines | Wim van Breda,"Bekijk het Jan Veenhuis-programma bij Wim van Breda: Transportwagens en kippers voor de aannemerij. Advies, onderdelen en service uit Geldermalsen.",assets/brands/jan-veenhuis.png,"index,follow",(geen los schema; alleen Organization),assets/brands/jan-veenhuis.png,,
/merken/kersten/,merk,kersten,Kersten,Kersten machines | Wim van Breda,"Bekijk het Kersten-programma bij Wim van Breda: Veegmachines en werktuigen voor terreinbeheer. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/kersten/,Kersten machines | Wim van Breda,"Bekijk het Kersten-programma bij Wim van Breda: Veegmachines en werktuigen voor terreinbeheer. Advies, onderdelen en service uit Geldermalsen.",assets/brands/kersten.png,"index,follow",(geen los schema; alleen Organization),assets/brands/kersten.png,,
/merken/lm-trac/,merk,lm-trac,LM Trac,LM Trac machines | Wim van Breda,"Bekijk het LM Trac-programma bij Wim van Breda: Compacte werktuigdragers voor smalle en zware inzet. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/lm-trac/,LM Trac machines | Wim van Breda,"Bekijk het LM Trac-programma bij Wim van Breda: Compacte werktuigdragers voor smalle en zware inzet. Advies, onderdelen en service uit Geldermalsen.",assets/brands/lm-trac.png,"index,follow",(geen los schema; alleen Organization),assets/brands/lm-trac.png,,
/merken/martignani/,merk,martignani,Martignani,Martignani machines | Wim van Breda,"Bekijk het Martignani-programma bij Wim van Breda: Spuittechniek met lagevolume-vernevelaars. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/martignani/,Martignani machines | Wim van Breda,"Bekijk het Martignani-programma bij Wim van Breda: Spuittechniek met lagevolume-vernevelaars. Advies, onderdelen en service uit Geldermalsen.",assets/brands/martignani.png,"index,follow",(geen los schema; alleen Organization),assets/brands/martignani.png,,
/merken/massey-ferguson/,merk,massey-ferguson,Massey Ferguson,Massey Ferguson machines | Wim van Breda,"Bekijk het Massey Ferguson-programma bij Wim van Breda: Tractoren voor landbouw, aannemerij en gemeentelijk werk. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/massey-ferguson/,Massey Ferguson machines | Wim van Breda,"Bekijk het Massey Ferguson-programma bij Wim van Breda: Tractoren voor landbouw, aannemerij en gemeentelijk werk. Advies, onderdelen en service uit Geldermalsen.",assets/images/merken/massey-ferguson/massey-ferguson-1.webp,"index,follow",(geen los schema; alleen Organization),assets/brands/massey-ferguson.png,,
/merken/mowhawk/,merk,mowhawk,MowHawk,MowHawk machines | Wim van Breda,"Bekijk het MowHawk-programma bij Wim van Breda: Op afstand bestuurbare maaimachines voor steile taluds. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/mowhawk/,MowHawk machines | Wim van Breda,"Bekijk het MowHawk-programma bij Wim van Breda: Op afstand bestuurbare maaimachines voor steile taluds. Advies, onderdelen en service uit Geldermalsen.",assets/brands/mowhawk.png,"index,follow",(geen los schema; alleen Organization),assets/brands/mowhawk.png,,
/merken/omarv/,merk,omarv,Omarv,Omarv machines | Wim van Breda,"Bekijk het Omarv-programma bij Wim van Breda: Klepelmaaiers voor terrein-, berm- en boomgaardonderhoud. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/omarv/,Omarv machines | Wim van Breda,"Bekijk het Omarv-programma bij Wim van Breda: Klepelmaaiers voor terrein-, berm- en boomgaardonderhoud. Advies, onderdelen en service uit Geldermalsen.",assets/images/merken/omarv/omarv-1.webp,"index,follow",(geen los schema; alleen Organization),assets/brands/omarv.png,,
/merken/raymo/,merk,raymo,Raymo,Raymo machines | Wim van Breda,"Bekijk het Raymo-programma bij Wim van Breda: Autonome en op afstand bestuurbare maairobot. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/raymo/,Raymo machines | Wim van Breda,"Bekijk het Raymo-programma bij Wim van Breda: Autonome en op afstand bestuurbare maairobot. Advies, onderdelen en service uit Geldermalsen.",assets/images/merken/raymo/raymo-hero-dsc00764.jpg,"index,follow",(geen los schema; alleen Organization),assets/brands/raymo.png,,
/merken/reform/,merk,reform,Reform,Reform machines | Wim van Breda,"Bekijk het Reform-programma bij Wim van Breda: Werktuigdragers en transporters voor hellend terrein. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/reform/,Reform machines | Wim van Breda,"Bekijk het Reform-programma bij Wim van Breda: Werktuigdragers en transporters voor hellend terrein. Advies, onderdelen en service uit Geldermalsen.",assets/images/merken/reform/reform-1.webp,"index,follow",(geen los schema; alleen Organization),assets/brands/reform.png,,
/merken/stihl/,merk,stihl,Stihl,Stihl machines | Wim van Breda,"Bekijk het Stihl-programma bij Wim van Breda: Handgereedschap: kettingzagen, bosmaaiers en accutechniek. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/stihl/,Stihl machines | Wim van Breda,"Bekijk het Stihl-programma bij Wim van Breda: Handgereedschap: kettingzagen, bosmaaiers en accutechniek. Advies, onderdelen en service uit Geldermalsen.",assets/brands/stihl.png,"index,follow",(geen los schema; alleen Organization),assets/brands/stihl.png,,
/merken/vicon/,merk,vicon,Vicon,Vicon machines | Wim van Breda,"Bekijk het Vicon-programma bij Wim van Breda: Maai-, hooi- en bemestingstechniek voor de groene sector. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/vicon/,Vicon machines | Wim van Breda,"Bekijk het Vicon-programma bij Wim van Breda: Maai-, hooi- en bemestingstechniek voor de groene sector. Advies, onderdelen en service uit Geldermalsen.",assets/brands/vicon.png,"index,follow",(geen los schema; alleen Organization),assets/brands/vicon.png,,
/merken/votex/,merk,votex,Votex,Votex machines | Wim van Breda,"Bekijk het Votex-programma bij Wim van Breda: Klepelmaaiers en bermmaaiers voor gemeenten en loonbedrijven. Advies, onderdelen en service uit Geldermalsen.",https://www.wimvanbreda.nl/merken/votex/,Votex machines | Wim van Breda,"Bekijk het Votex-programma bij Wim van Breda: Klepelmaaiers en bermmaaiers voor gemeenten en loonbedrijven. Advies, onderdelen en service uit Geldermalsen.",assets/brands/votex.png,"index,follow",(geen los schema; alleen Organization),assets/brands/votex.png,,
/machine/omarv-venezia-l-professionele-maai-laad-combinatie/,machine,omarv-venezia-l-professionele-maai-laad-combinatie,Omarv Venezia L professionele maai-laad combinatie,Omarv Venezia L professionele maai-laad combinatie,"De Venezia L is een professionele maai-laad combinatie met opvangbak van 10 m³, geschikt voor tractoren van 90 tot 120 pk.",https://www.wimvanbreda.nl/machine/omarv-venezia-l-professionele-maai-laad-combinatie/,Omarv Venezia L professionele maai-laad combinatie,"De Venezia L is een professionele maai-laad combinatie met opvangbak van 10 m³, geschikt voor tractoren van 90 tot 120 pk.",,"index,follow","Product,BreadcrumbList",,,geen foto beschikbaar
/machine/greentec-tiger-725-cirkelmaaier/,machine,greentec-tiger-725-cirkelmaaier,GreenTec Tiger 725 cirkelmaaier,GreenTec Tiger 725 cirkelmaaier | Wim van Breda,"Maai tot wel 9 hectare per uur met een werkbreedte van 7,25 meter — de Tiger 725 cirkelmaaier is ontwikkeld voor het snel en efficiënt maaien van grote oppervlakken. Bekijk specificaties en toepassingen bij Wim van Breda in Geldermalsen.",https://www.wimvanbreda.nl/machine/greentec-tiger-725-cirkelmaaier/,GreenTec Tiger 725 cirkelmaaier | Wim van Breda,"Maai tot wel 9 hectare per uur met een werkbreedte van 7,25 meter — de Tiger 725 cirkelmaaier is ontwikkeld voor het snel en efficiënt maaien van grote oppervlakken. Bekijk specificaties en toepassingen bij Wim van Breda in Geldermalsen.",assets/machines/greentec-tiger-725-cirkelmaaier/greentec-tiger-725-cirkelmaaier-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/greentec-tiger-725-cirkelmaaier/greentec-tiger-725-cirkelmaaier-1.jpg,,
/machine/greentec-tiger-510-cirkelmaaier/,machine,greentec-tiger-510-cirkelmaaier,GreenTec Tiger 510 cirkelmaaier,GreenTec Tiger 510 cirkelmaaier | Wim van Breda,"De GreenTec Tiger 510 is een krachtige rotormaaier voor het efficiënt maaien en mulchen van grote oppervlakken, met een werkbreedte van 5,10 meter.",https://www.wimvanbreda.nl/machine/greentec-tiger-510-cirkelmaaier/,GreenTec Tiger 510 cirkelmaaier | Wim van Breda,"De GreenTec Tiger 510 is een krachtige rotormaaier voor het efficiënt maaien en mulchen van grote oppervlakken, met een werkbreedte van 5,10 meter.",assets/machines/greentec-tiger-510-cirkelmaaier/greentec-tiger-510-cirkelmaaier-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/greentec-tiger-510-cirkelmaaier/greentec-tiger-510-cirkelmaaier-1.jpg,,
/machine/kersten-htg-4000-gietarm/,machine,kersten-htg-4000-gietarm,Kersten HTG 4000 Gietarm,Kersten HTG 4000 Gietarm | Wim van Breda,"Professionele gietarm voor efficiënt en nauwkeurig water geven, met een werkbreedte van 400 tot 500 cm. Bekijk specificaties en toepassingen bij Wim van Breda in Geldermalsen.",https://www.wimvanbreda.nl/machine/kersten-htg-4000-gietarm/,Kersten HTG 4000 Gietarm | Wim van Breda,"Professionele gietarm voor efficiënt en nauwkeurig water geven, met een werkbreedte van 400 tot 500 cm. Bekijk specificaties en toepassingen bij Wim van Breda in Geldermalsen.",assets/machines/kersten-htg-4000-gietarm/kersten-htg-4000-gietarm-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/kersten-htg-4000-gietarm/kersten-htg-4000-gietarm-1.jpg,,
/machine/kersten-fs-3000-gietarm/,machine,kersten-fs-3000-gietarm,Kersten FS 3000 Gietarm,Kersten FS 3000 Gietarm | Wim van Breda,"Compacte gietarm voor efficiënt en nauwkeurig water geven, met een werkbreedte van 300 cm. Bekijk specificaties en toepassingen bij Wim van Breda in Geldermalsen.",https://www.wimvanbreda.nl/machine/kersten-fs-3000-gietarm/,Kersten FS 3000 Gietarm | Wim van Breda,"Compacte gietarm voor efficiënt en nauwkeurig water geven, met een werkbreedte van 300 cm. Bekijk specificaties en toepassingen bij Wim van Breda in Geldermalsen.",assets/machines/kersten-fs-3000-gietarm/kersten-fs-3000-gietarm-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/kersten-fs-3000-gietarm/kersten-fs-3000-gietarm-1.jpg,,
/machine/greentec-rx-133-ruwterreinmaaier/,machine,greentec-rx-133-ruwterreinmaaier,GreenTec RX 133 ruwterreinmaaier,GreenTec RX 133 ruwterreinmaaier | Wim van Breda,"De GreenTec RX 133 is een uiterst robuuste hydraulische bosmaaier, speciaal ontwikkeld voor inzet onder extreme omstandigheden.",https://www.wimvanbreda.nl/machine/greentec-rx-133-ruwterreinmaaier/,GreenTec RX 133 ruwterreinmaaier | Wim van Breda,"De GreenTec RX 133 is een uiterst robuuste hydraulische bosmaaier, speciaal ontwikkeld voor inzet onder extreme omstandigheden.",assets/machines/greentec-rx-133-ruwterreinmaaier/greentec-rx-133-ruwterreinmaaier-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/greentec-rx-133-ruwterreinmaaier/greentec-rx-133-ruwterreinmaaier-1.jpg,,
/machine/greentec-twinsaw-lrs-cirkelzaag/,machine,greentec-twinsaw-lrs-cirkelzaag,GreenTec Twinsaw LRS cirkelzaag,GreenTec Twinsaw LRS cirkelzaag | Wim van Breda,"Krachtige en efficiënte cirkelzaag voor professioneel snoeiwerk langs wegen, akkers, bosranden en windsingels, verkrijgbaar in drie modellen.",https://www.wimvanbreda.nl/machine/greentec-twinsaw-lrs-cirkelzaag/,GreenTec Twinsaw LRS cirkelzaag | Wim van Breda,"Krachtige en efficiënte cirkelzaag voor professioneel snoeiwerk langs wegen, akkers, bosranden en windsingels, verkrijgbaar in drie modellen.",assets/machines/greentec-twinsaw-lrs-cirkelzaag/greentec-twinsaw-lrs-cirkelzaag-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/greentec-twinsaw-lrs-cirkelzaag/greentec-twinsaw-lrs-cirkelzaag-1.jpg,,
/machine/kersten-planierhobel-egaliseermachine/,machine,kersten-planierhobel-egaliseermachine,Kersten Planierhobel Egaliseermachine,Kersten Planierhobel Egaliseermachine | Wim van Breda,"Professionele egaliseermachine voor halfverharde paden, wegen en terreinen — egaliseert, profileert en verdicht de toplaag in één werkgang.",https://www.wimvanbreda.nl/machine/kersten-planierhobel-egaliseermachine/,Kersten Planierhobel Egaliseermachine | Wim van Breda,"Professionele egaliseermachine voor halfverharde paden, wegen en terreinen — egaliseert, profileert en verdicht de toplaag in één werkgang.",assets/machines/kersten-planierhobel-egaliseermachine/kersten-planierhobel-egaliseermachine-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/kersten-planierhobel-egaliseermachine/kersten-planierhobel-egaliseermachine-1.jpg,,
/machine/bb-umwelttechnik-messenbalk-zijmaaier/,machine,bb-umwelttechnik-messenbalk-zijmaaier,BB-Umwelttechnik Messenbalk zijmaaier,BB-Umwelttechnik Messenbalk zijmaaier | Wim van Breda,"Robuuste en veelzijdige zijmaaier met Bidux snij-unit, standaard uitgerust met slijtvaste Hardox-glijders.",https://www.wimvanbreda.nl/machine/bb-umwelttechnik-messenbalk-zijmaaier/,BB-Umwelttechnik Messenbalk zijmaaier | Wim van Breda,"Robuuste en veelzijdige zijmaaier met Bidux snij-unit, standaard uitgerust met slijtvaste Hardox-glijders.",assets/machines/bb-umwelttechnik-messenbalk-zijmaaier/bb-umwelttechnik-messenbalk-zijmaaier-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/bb-umwelttechnik-messenbalk-zijmaaier/bb-umwelttechnik-messenbalk-zijmaaier-1.jpg,,
/machine/bb-umwelttechnik-standaard-messenbalk/,machine,bb-umwelttechnik-standaard-messenbalk,BB-Umwelttechnik Standaard messenbalk,BB-Umwelttechnik Standaard messenbalk | Wim van Breda,Robuuste en veelzijdige zijmaaier met Bidux snij-unit en de mogelijkheid tot uitbreiding naar een vlindermaaier.,https://www.wimvanbreda.nl/machine/bb-umwelttechnik-standaard-messenbalk/,BB-Umwelttechnik Standaard messenbalk | Wim van Breda,Robuuste en veelzijdige zijmaaier met Bidux snij-unit en de mogelijkheid tot uitbreiding naar een vlindermaaier.,assets/machines/bb-umwelttechnik-standaard-messenbalk/bb-umwelttechnik-standaard-messenbalk-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/bb-umwelttechnik-standaard-messenbalk/bb-umwelttechnik-standaard-messenbalk-1.jpg,,
/machine/bb-umwelttechnik-messenbalk-eco/,machine,bb-umwelttechnik-messenbalk-eco,BB-Umwelttechnik Messenbalk ECO,BB-Umwelttechnik Messenbalk ECO | Wim van Breda,"Compacte en robuuste messenbalk voor professioneel maaien, lichter van constructie dan de standaard achtermaaier.",https://www.wimvanbreda.nl/machine/bb-umwelttechnik-messenbalk-eco/,BB-Umwelttechnik Messenbalk ECO | Wim van Breda,"Compacte en robuuste messenbalk voor professioneel maaien, lichter van constructie dan de standaard achtermaaier.",assets/machines/bb-umwelttechnik-messenbalk-eco/bb-umwelttechnik-messenbalk-eco-1.jpg,"index,follow","Product,BreadcrumbList",assets/machines/bb-umwelttechnik-messenbalk-eco/bb-umwelttechnik-messenbalk-eco-1.jpg,,
